split,model,control,code,label,train_unique_support,dev_unique_support,test_unique_support,control_correct,stack_correct,recovered,regressed,net_correct_over_three_seeds
test,qwen25_15b_base,hidden,16,ENTY:letter,8,1,0,0,0,0,0,0
test,qwen25_15b_base,hidden,17,ENTY:other,73,7,12,0,0,0,0,0
test,qwen25_15b_base,hidden,18,ENTY:plant,11,2,5,10,11,1,0,1
test,qwen25_15b_base,hidden,19,ENTY:product,34,7,4,0,0,0,0,0
test,qwen25_15b_base,hidden,20,ENTY:religion,4,0,0,0,0,0,0,0
test,qwen25_15b_base,hidden,21,ENTY:sport,55,7,1,3,3,0,0,0
test,qwen25_15b_base,hidden,22,ENTY:substance,34,7,15,35,33,0,2,-2
test,qwen25_15b_base,hidden,23,ENTY:symbol,9,2,0,0,0,0,0,0
test,qwen25_15b_base,hidden,24,ENTY:techmeth,31,7,1,2,2,1,1,0
test,qwen25_15b_base,hidden,25,ENTY:termeq,73,7,7,15,17,3,1,2
test,qwen25_15b_base,hidden,26,ENTY:veh,22,5,4,11,11,0,0,0
test,qwen25_15b_base,hidden,27,ENTY:word,21,5,0,0,0,0,0,0
test,qwen25_15b_base,hidden,28,HUM:desc,39,7,3,0,6,6,0,6
test,qwen25_15b_base,hidden,29,HUM:gr,73,7,6,10,13,3,0,3
test,qwen25_15b_base,hidden,30,HUM:ind,73,7,55,149,145,6,10,-4
test,qwen25_15b_base,hidden,31,HUM:title,20,5,1,3,3,0,0,0
test,qwen25_15b_base,hidden,32,LOC:city,73,7,18,40,40,0,0,0
test,qwen25_15b_base,hidden,33,LOC:country,73,7,3,9,9,0,0,0
test,qwen25_15b_base,hidden,34,LOC:mount,17,4,3,6,6,0,0,0
test,qwen25_15b_base,hidden,35,LOC:other,73,7,50,131,124,7,14,-7
test,qwen25_15b_base,hidden,36,LOC:state,59,7,7,21,21,0,0,0
test,qwen25_15b_base,hidden,37,NUM:code,4,1,0,0,0,0,0,0
test,qwen25_15b_base,hidden,38,NUM:count,73,7,9,19,18,2,3,-1
test,qwen25_15b_base,hidden,39,NUM:date,73,7,47,138,138,0,0,0
test,qwen25_15b_base,hidden,40,NUM:dist,25,6,16,45,45,1,1,0
test,qwen25_15b_base,hidden,41,NUM:money,60,7,3,9,8,0,1,-1
test,qwen25_15b_base,hidden,42,NUM:ord,3,0,0,0,0,0,0,0
test,qwen25_15b_base,hidden,43,NUM:other,35,7,12,6,3,2,5,-3
test,qwen25_15b_base,hidden,44,NUM:perc,19,4,3,7,7,0,0,0
test,qwen25_15b_base,hidden,45,NUM:period,67,7,8,22,23,1,0,1
test,qwen25_15b_base,hidden,46,NUM:speed,6,1,6,18,18,0,0,0
test,qwen25_15b_base,hidden,47,NUM:temp,7,1,5,15,15,0,0,0
test,qwen25_15b_base,hidden,48,NUM:volsize,11,2,0,0,0,0,0,0
test,qwen25_15b_base,hidden,49,NUM:weight,9,2,4,6,10,5,1,4
test,qwen25_15b_base,hidden_budget,00,ABBR:abb,13,3,1,3,3,0,0,0
test,qwen25_15b_base,hidden_budget,01,ABBR:exp,60,8,8,21,19,1,3,-2
test,qwen25_15b_base,hidden_budget,02,DESC:def,74,8,123,103,177,96,22,74
test,qwen25_15b_base,hidden_budget,03,DESC:desc,74,7,7,7,7,2,2,0
test,qwen25_15b_base,hidden_budget,04,DESC:manner,74,7,2,6,6,0,0,0
test,qwen25_15b_base,hidden_budget,05,DESC:reason,74,7,6,15,15,0,0,0
test,qwen25_15b_base,hidden_budget,06,ENTY:animal,74,7,16,25,28,6,3,3
test,qwen25_15b_base,hidden_budget,07,ENTY:body,13,3,2,5,6,1,0,1
test,qwen25_15b_base,hidden_budget,08,ENTY:color,33,7,10,30,30,0,0,0
test,qwen25_15b_base,hidden_budget,09,ENTY:cremat,73,7,0,0,0,0,0,0
test,qwen25_15b_base,hidden_budget,10,ENTY:currency,4,0,6,15,15,0,0,0
test,qwen25_15b_base,hidden_budget,11,ENTY:dismed,73,7,2,5,2,0,3,-3
test,qwen25_15b_base,hidden_budget,12,ENTY:event,48,7,2,2,3,1,0,1
test,qwen25_15b_base,hidden_budget,13,ENTY:food,73,7,4,9,9,0,0,0
test,qwen25_15b_base,hidden_budget,14,ENTY:instru,8,1,1,3,3,0,0,0
test,qwen25_15b_base,hidden_budget,15,ENTY:lang,13,3,2,6,6,0,0,0
test,qwen25_15b_base,hidden_budget,16,ENTY:letter,8,1,0,0,0,0,0,0
test,qwen25_15b_base,hidden_budget,17,ENTY:other,73,7,12,0,0,0,0,0
test,qwen25_15b_base,hidden_budget,18,ENTY:plant,11,2,5,11,11,0,0,0
test,qwen25_15b_base,hidden_budget,19,ENTY:product,34,7,4,0,0,0,0,0
test,qwen25_15b_base,hidden_budget,20,ENTY:religion,4,0,0,0,0,0,0,0
test,qwen25_15b_base,hidden_budget,21,ENTY:sport,55,7,1,3,3,0,0,0
test,qwen25_15b_base,hidden_budget,22,ENTY:substance,34,7,15,35,33,0,2,-2
test,qwen25_15b_base,hidden_budget,23,ENTY:symbol,9,2,0,0,0,0,0,0
test,qwen25_15b_base,hidden_budget,24,ENTY:techmeth,31,7,1,2,2,1,1,0
test,qwen25_15b_base,hidden_budget,25,ENTY:termeq,73,7,7,15,17,3,1,2
test,qwen25_15b_base,hidden_budget,26,ENTY:veh,22,5,4,10,11,1,0,1
test,qwen25_15b_base,hidden_budget,27,ENTY:word,21,5,0,0,0,0,0,0
test,qwen25_15b_base,hidden_budget,28,HUM:desc,39,7,3,0,6,6,0,6
test,qwen25_15b_base,hidden_budget,29,HUM:gr,73,7,6,10,13,3,0,3
test,qwen25_15b_base,hidden_budget,30,HUM:ind,73,7,55,152,145,3,10,-7
test,qwen25_15b_base,hidden_budget,31,HUM:title,20,5,1,3,3,0,0,0
test,qwen25_15b_base,hidden_budget,32,LOC:city,73,7,18,40,40,0,0,0
test,qwen25_15b_base,hidden_budget,33,LOC:country,73,7,3,9,9,0,0,0
test,qwen25_15b_base,hidden_budget,34,LOC:mount,17,4,3,6,6,0,0,0
test,qwen25_15b_base,hidden_budget,35,LOC:other,73,7,50,130,124,8,14,-6
test,qwen25_15b_base,hidden_budget,36,LOC:state,59,7,7,21,21,0,0,0
test,qwen25_15b_base,hidden_budget,37,NUM:code,4,1,0,0,0,0,0,0
test,qwen25_15b_base,hidden_budget,38,NUM:count,73,7,9,20,18,1,3,-2
test,qwen25_15b_base,hidden_budget,39,NUM:date,73,7,47,138,138,0,0,0
test,qwen25_15b_base,hidden_budget,40,NUM:dist,25,6,16,44,45,2,1,1
test,qwen25_15b_base,hidden_budget,41,NUM:money,60,7,3,9,8,0,1,-1
test,qwen25_15b_base,hidden_budget,42,NUM:ord,3,0,0,0,0,0,0,0
test,qwen25_15b_base,hidden_budget,43,NUM:other,35,7,12,6,3,2,5,-3
test,qwen25_15b_base,hidden_budget,44,NUM:perc,19,4,3,7,7,0,0,0
test,qwen25_15b_base,hidden_budget,45,NUM:period,67,7,8,22,23,1,0,1
test,qwen25_15b_base,hidden_budget,46,NUM:speed,6,1,6,18,18,0,0,0
test,qwen25_15b_base,hidden_budget,47,NUM:temp,7,1,5,15,15,0,0,0
test,qwen25_15b_base,hidden_budget,48,NUM:volsize,11,2,0,0,0,0,0,0
test,qwen25_15b_base,hidden_budget,49,NUM:weight,9,2,4,5,10,5,0,5
test,qwen25_7b_base,hidden,00,ABBR:abb,13,3,1,3,3,0,0,0
test,qwen25_7b_base,hidden,01,ABBR:exp,60,8,8,21,23,2,0,2
test,qwen25_7b_base,hidden,02,DESC:def,74,8,123,359,361,2,0,2
test,qwen25_7b_base,hidden,03,DESC:desc,74,7,7,15,17,3,1,2
test,qwen25_7b_base,hidden,04,DESC:manner,74,7,2,4,6,2,0,2
test,qwen25_7b_base,hidden,05,DESC:reason,74,7,6,15,15,0,0,0
test,qwen25_7b_base,hidden,06,ENTY:animal,74,7,16,26,29,3,0,3
test,qwen25_7b_base,hidden,07,ENTY:body,13,3,2,6,5,0,1,-1
test,qwen25_7b_base,hidden,08,ENTY:color,33,7,10,30,30,0,0,0
test,qwen25_7b_base,hidden,09,ENTY:cremat,73,7,0,0,0,0,0,0
test,qwen25_7b_base,hidden,10,ENTY:currency,4,0,6,18,18,0,0,0
test,qwen25_7b_base,hidden,11,ENTY:dismed,73,7,2,0,0,0,0,0
test,qwen25_7b_base,hidden,12,ENTY:event,48,7,2,3,3,0,0,0
test,qwen25_7b_base,hidden,13,ENTY:food,73,7,4,9,9,0,0,0
test,qwen25_7b_base,hidden,14,ENTY:instru,8,1,1,3,3,0,0,0
test,qwen25_7b_base,hidden,15,ENTY:lang,13,3,2,6,6,0,0,0
test,qwen25_7b_base,hidden,16,ENTY:letter,8,1,0,0,0,0,0,0
test,qwen25_7b_base,hidden,17,ENTY:other,73,7,12,5,5,0,0,0
test,qwen25_7b_base,hidden,18,ENTY:plant,11,2,5,14,15,1,0,1
test,qwen25_7b_base,hidden,19,ENTY:product,34,7,4,6,6,1,1,0
test,qwen25_7b_base,hidden,20,ENTY:religion,4,0,0,0,0,0,0,0
test,qwen25_7b_base,hidden,21,ENTY:sport,55,7,1,3,3,0,0,0
test,qwen25_7b_base,hidden,22,ENTY:substance,34,7,15,41,42,4,3,1
test,qwen25_7b_base,hidden,23,ENTY:symbol,9,2,0,0,0,0,0,0
test,qwen25_7b_base,hidden,24,ENTY:techmeth,31,7,1,2,2,0,0,0
test,qwen25_7b_base,hidden,25,ENTY:termeq,73,7,7,17,16,1,2,-1
test,qwen25_7b_base,hidden,26,ENTY:veh,22,5,4,12,12,0,0,0
test,qwen25_7b_base,hidden,27,ENTY:word,21,5,0,0,0,0,0,0
test,qwen25_7b_base,hidden,28,HUM:desc,39,7,3,9,9,0,0,0
test,qwen25_7b_base,hidden,29,HUM:gr,73,7,6,13,15,3,1,2
test,qwen25_7b_base,hidden,30,HUM:ind,73,7,55,162,162,0,0,0
test,qwen25_7b_base,hidden,31,HUM:title,20,5,1,3,3,0,0,0
test,qwen25_7b_base,hidden,32,LOC:city,73,7,18,45,45,0,0,0
test,qwen25_7b_base,hidden,33,LOC:country,73,7,3,9,9,0,0,0
test,qwen25_7b_base,hidden,34,LOC:mount,17,4,3,7,7,0,0,0
test,qwen25_7b_base,hidden,35,LOC:other,73,7,50,131,133,5,3,2
test,qwen25_7b_base,hidden,36,LOC:state,59,7,7,21,21,0,0,0
test,qwen25_7b_base,hidden,37,NUM:code,4,1,0,0,0,0,0,0
test,qwen25_7b_base,hidden,38,NUM:count,73,7,9,21,21,0,0,0
test,qwen25_7b_base,hidden,39,NUM:date,73,7,47,138,138,0,0,0
test,qwen25_7b_base,hidden,40,NUM:dist,25,6,16,47,48,1,0,1
test,qwen25_7b_base,hidden,41,NUM:money,60,7,3,9,9,0,0,0
test,qwen25_7b_base,hidden,42,NUM:ord,3,0,0,0,0,0,0,0
test,qwen25_7b_base,hidden,43,NUM:other,35,7,12,8,16,10,2,8
test,qwen25_7b_base,hidden,44,NUM:perc,19,4,3,8,7,0,1,-1
test,qwen25_7b_base,hidden,45,NUM:period,67,7,8,24,24,0,0,0
test,qwen25_7b_base,hidden,46,NUM:speed,6,1,6,18,18,0,0,0
test,qwen25_7b_base,hidden,47,NUM:temp,7,1,5,15,15,0,0,0
test,qwen25_7b_base,hidden,48,NUM:volsize,11,2,0,0,0,0,0,0
test,qwen25_7b_base,hidden,49,NUM:weight,9,2,4,11,10,0,1,-1
test,qwen25_7b_base,hidden_budget,00,ABBR:abb,13,3,1,3,3,0,0,0
test,qwen25_7b_base,hidden_budget,01,ABBR:exp,60,8,8,21,23,2,0,2
test,qwen25_7b_base,hidden_budget,02,DESC:def,74,8,123,356,361,5,0,5
test,qwen25_7b_base,hidden_budget,03,DESC:desc,74,7,7,18,17,1,2,-1
test,qwen25_7b_base,hidden_budget,04,DESC:manner,74,7,2,5,6,1,0,1
test,qwen25_7b_base,hidden_budget,05,DESC:reason,74,7,6,15,15,0,0,0
test,qwen25_7b_base,hidden_budget,06,ENTY:animal,74,7,16,28,29,3,2,1
test,qwen25_7b_base,hidden_budget,07,ENTY:body,13,3,2,5,5,1,1,0
test,qwen25_7b_base,hidden_budget,08,ENTY:color,33,7,10,30,30,0,0,0
test,qwen25_7b_base,hidden_budget,09,ENTY:cremat,73,7,0,0,0,0,0,0
test,qwen25_7b_base,hidden_budget,10,ENTY:currency,4,0,6,18,18,0,0,0
test,qwen25_7b_base,hidden_budget,11,ENTY:dismed,73,7,2,2,0,0,2,-2
test,qwen25_7b_base,hidden_budget,12,ENTY:event,48,7,2,3,3,0,0,0
test,qwen25_7b_base,hidden_budget,13,ENTY:food,73,7,4,9,9,0,0,0
test,qwen25_7b_base,hidden_budget,14,ENTY:instru,8,1,1,3,3,0,0,0
test,qwen25_7b_base,hidden_budget,15,ENTY:lang,13,3,2,6,6,0,0,0
test,qwen25_7b_base,hidden_budget,16,ENTY:letter,8,1,0,0,0,0,0,0
test,qwen25_7b_base,hidden_budget,17,ENTY:other,73,7,12,7,5,0,2,-2
test,qwen25_7b_base,hidden_budget,18,ENTY:plant,11,2,5,15,15,0,0,0
test,qwen25_7b_base,hidden_budget,19,ENTY:product,34,7,4,5,6,2,1,1
test,qwen25_7b_base,hidden_budget,20,ENTY:religion,4,0,0,0,0,0,0,0
test,qwen25_7b_base,hidden_budget,21,ENTY:sport,55,7,1,3,3,0,0,0
test,qwen25_7b_base,hidden_budget,22,ENTY:substance,34,7,15,41,42,3,2,1
test,qwen25_7b_base,hidden_budget,23,ENTY:symbol,9,2,0,0,0,0,0,0
test,qwen25_7b_base,hidden_budget,24,ENTY:techmeth,31,7,1,2,2,0,0,0
test,qwen25_7b_base,hidden_budget,25,ENTY:termeq,73,7,7,17,16,1,2,-1
test,qwen25_7b_base,hidden_budget,26,ENTY:veh,22,5,4,12,12,0,0,0
test,qwen25_7b_base,hidden_budget,27,ENTY:word,21,5,0,0,0,0,0,0
test,qwen25_7b_base,hidden_budget,28,HUM:desc,39,7,3,9,9,0,0,0
test,qwen25_7b_base,hidden_budget,29,HUM:gr,73,7,6,13,15,3,1,2
test,qwen25_7b_base,hidden_budget,30,HUM:ind,73,7,55,161,162,1,0,1
test,qwen25_7b_base,hidden_budget,31,HUM:title,20,5,1,3,3,0,0,0
test,qwen25_7b_base,hidden_budget,32,LOC:city,73,7,18,45,45,0,0,0
test,qwen25_7b_base,hidden_budget,33,LOC:country,73,7,3,9,9,0,0,0
test,qwen25_7b_base,hidden_budget,34,LOC:mount,17,4,3,8,7,0,1,-1
test,qwen25_7b_base,hidden_budget,35,LOC:other,73,7,50,131,133,3,1,2
test,qwen25_7b_base,hidden_budget,36,LOC:state,59,7,7,21,21,0,0,0
test,qwen25_7b_base,hidden_budget,37,NUM:code,4,1,0,0,0,0,0,0
test,qwen25_7b_base,hidden_budget,38,NUM:count,73,7,9,20,21,1,0,1
test,qwen25_7b_base,hidden_budget,39,NUM:date,73,7,47,138,138,0,0,0
test,qwen25_7b_base,hidden_budget,40,NUM:dist,25,6,16,47,48,1,0,1
test,qwen25_7b_base,hidden_budget,41,NUM:money,60,7,3,9,9,0,0,0
test,qwen25_7b_base,hidden_budget,42,NUM:ord,3,0,0,0,0,0,0,0
test,qwen25_7b_base,hidden_budget,43,NUM:other,35,7,12,6,16,10,0,10
test,qwen25_7b_base,hidden_budget,44,NUM:perc,19,4,3,8,7,0,1,-1
test,qwen25_7b_base,hidden_budget,45,NUM:period,67,7,8,24,24,0,0,0
test,qwen25_7b_base,hidden_budget,46,NUM:speed,6,1,6,18,18,0,0,0
test,qwen25_7b_base,hidden_budget,47,NUM:temp,7,1,5,15,15,0,0,0
test,qwen25_7b_base,hidden_budget,48,NUM:volsize,11,2,0,0,0,0,0,0
test,qwen25_7b_base,hidden_budget,49,NUM:weight,9,2,4,12,10,0,2,-2
test,qwen3_8b_base,hidden,00,ABBR:abb,13,3,1,3,3,0,0,0
test,qwen3_8b_base,hidden,01,ABBR:exp,60,8,8,24,22,0,2,-2
test,qwen3_8b_base,hidden,02,DESC:def,74,8,123,360,357,2,5,-3
test,qwen3_8b_base,hidden,03,DESC:desc,74,7,7,12,10,0,2,-2
test,qwen3_8b_base,hidden,04,DESC:manner,74,7,2,6,6,0,0,0
test,qwen3_8b_base,hidden,05,DESC:reason,74,7,6,15,16,1,0,1
test,qwen3_8b_base,hidden,06,ENTY:animal,74,7,16,35,28,0,7,-7
test,qwen3_8b_base,hidden,07,ENTY:body,13,3,2,6,5,0,1,-1
test,qwen3_8b_base,hidden,08,ENTY:color,33,7,10,30,30,0,0,0
test,qwen3_8b_base,hidden,09,ENTY:cremat,73,7,0,0,0,0,0,0
test,qwen3_8b_base,hidden,10,ENTY:currency,4,0,6,18,18,0,0,0
test,qwen3_8b_base,hidden,11,ENTY:dismed,73,7,2,3,2,0,1,-1
test,qwen3_8b_base,hidden,12,ENTY:event,48,7,2,3,3,0,0,0
test,qwen3_8b_base,hidden,13,ENTY:food,73,7,4,9,9,0,0,0
test,qwen3_8b_base,hidden,14,ENTY:instru,8,1,1,3,3,0,0,0
test,qwen3_8b_base,hidden,15,ENTY:lang,13,3,2,6,6,0,0,0
test,qwen3_8b_base,hidden,16,ENTY:letter,8,1,0,0,0,0,0,0
test,qwen3_8b_base,hidden,17,ENTY:other,73,7,12,4,4,1,1,0
test,qwen3_8b_base,hidden,18,ENTY:plant,11,2,5,7,6,1,2,-1
test,qwen3_8b_base,hidden,19,ENTY:product,34,7,4,3,2,0,1,-1
test,qwen3_8b_base,hidden,20,ENTY:religion,4,0,0,0,0,0,0,0
test,qwen3_8b_base,hidden,21,ENTY:sport,55,7,1,3,3,0,0,0
test,qwen3_8b_base,hidden,22,ENTY:substance,34,7,15,34,34,1,1,0
test,qwen3_8b_base,hidden,23,ENTY:symbol,9,2,0,0,0,0,0,0
test,qwen3_8b_base,hidden,24,ENTY:techmeth,31,7,1,1,1,1,1,0
test,qwen3_8b_base,hidden,25,ENTY:termeq,73,7,7,17,16,0,1,-1
test,qwen3_8b_base,hidden,26,ENTY:veh,22,5,4,9,10,1,0,1
test,qwen3_8b_base,hidden,27,ENTY:word,21,5,0,0,0,0,0,0
test,qwen3_8b_base,hidden,28,HUM:desc,39,7,3,9,9,0,0,0
test,qwen3_8b_base,hidden,29,HUM:gr,73,7,6,13,13,1,1,0
test,qwen3_8b_base,hidden,30,HUM:ind,73,7,55,161,162,1,0,1
test,qwen3_8b_base,hidden,31,HUM:title,20,5,1,3,3,0,0,0
test,qwen3_8b_base,hidden,32,LOC:city,73,7,18,44,44,0,0,0
test,qwen3_8b_base,hidden,33,LOC:country,73,7,3,9,9,0,0,0
test,qwen3_8b_base,hidden,34,LOC:mount,17,4,3,6,6,0,0,0
test,qwen3_8b_base,hidden,35,LOC:other,73,7,50,130,128,5,7,-2
test,qwen3_8b_base,hidden,36,LOC:state,59,7,7,21,21,0,0,0
test,qwen3_8b_base,hidden,37,NUM:code,4,1,0,0,0,0,0,0
test,qwen3_8b_base,hidden,38,NUM:count,73,7,9,21,17,0,4,-4
test,qwen3_8b_base,hidden,39,NUM:date,73,7,47,141,139,0,2,-2
test,qwen3_8b_base,hidden,40,NUM:dist,25,6,16,47,48,1,0,1
test,qwen3_8b_base,hidden,41,NUM:money,60,7,3,9,9,0,0,0
test,qwen3_8b_base,hidden,42,NUM:ord,3,0,0,0,0,0,0,0
test,qwen3_8b_base,hidden,43,NUM:other,35,7,12,16,18,3,1,2
test,qwen3_8b_base,hidden,44,NUM:perc,19,4,3,6,6,0,0,0
test,qwen3_8b_base,hidden,45,NUM:period,67,7,8,24,24,0,0,0
test,qwen3_8b_base,hidden,46,NUM:speed,6,1,6,18,18,0,0,0
test,qwen3_8b_base,hidden,47,NUM:temp,7,1,5,15,15,0,0,0
test,qwen3_8b_base,hidden,48,NUM:volsize,11,2,0,0,0,0,0,0
test,qwen3_8b_base,hidden,49,NUM:weight,9,2,4,12,12,0,0,0
test,qwen3_8b_base,hidden_budget,00,ABBR:abb,13,3,1,3,3,0,0,0
test,qwen3_8b_base,hidden_budget,01,ABBR:exp,60,8,8,24,22,0,2,-2
test,qwen3_8b_base,hidden_budget,02,DESC:def,74,8,123,359,357,2,4,-2
test,qwen3_8b_base,hidden_budget,03,DESC:desc,74,7,7,13,10,0,3,-3
test,qwen3_8b_base,hidden_budget,04,DESC:manner,74,7,2,6,6,0,0,0
test,qwen3_8b_base,hidden_budget,05,DESC:reason,74,7,6,15,16,1,0,1
test,qwen3_8b_base,hidden_budget,06,ENTY:animal,74,7,16,33,28,0,5,-5
test,qwen3_8b_base,hidden_budget,07,ENTY:body,13,3,2,5,5,0,0,0
test,qwen3_8b_base,hidden_budget,08,ENTY:color,33,7,10,30,30,0,0,0
test,qwen3_8b_base,hidden_budget,09,ENTY:cremat,73,7,0,0,0,0,0,0
test,qwen3_8b_base,hidden_budget,10,ENTY:currency,4,0,6,18,18,0,0,0
test,qwen3_8b_base,hidden_budget,11,ENTY:dismed,73,7,2,3,2,0,1,-1
test,qwen3_8b_base,hidden_budget,12,ENTY:event,48,7,2,3,3,0,0,0
test,qwen3_8b_base,hidden_budget,13,ENTY:food,73,7,4,9,9,0,0,0
test,qwen3_8b_base,hidden_budget,14,ENTY:instru,8,1,1,3,3,0,0,0
test,qwen3_8b_base,hidden_budget,15,ENTY:lang,13,3,2,6,6,0,0,0
test,qwen3_8b_base,hidden_budget,16,ENTY:letter,8,1,0,0,0,0,0,0
test,qwen3_8b_base,hidden_budget,17,ENTY:other,73,7,12,4,4,0,0,0
test,qwen3_8b_base,hidden_budget,18,ENTY:plant,11,2,5,7,6,1,2,-1
test,qwen3_8b_base,hidden_budget,19,ENTY:product,34,7,4,3,2,0,1,-1
test,qwen3_8b_base,hidden_budget,20,ENTY:religion,4,0,0,0,0,0,0,0
test,qwen3_8b_base,hidden_budget,21,ENTY:sport,55,7,1,3,3,0,0,0
test,qwen3_8b_base,hidden_budget,22,ENTY:substance,34,7,15,34,34,0,0,0
test,qwen3_8b_base,hidden_budget,23,ENTY:symbol,9,2,0,0,0,0,0,0
test,qwen3_8b_base,hidden_budget,24,ENTY:techmeth,31,7,1,1,1,1,1,0
test,qwen3_8b_base,hidden_budget,25,ENTY:termeq,73,7,7,15,16,3,2,1
test,qwen3_8b_base,hidden_budget,26,ENTY:veh,22,5,4,10,10,1,1,0
test,qwen3_8b_base,hidden_budget,27,ENTY:word,21,5,0,0,0,0,0,0
test,qwen3_8b_base,hidden_budget,28,HUM:desc,39,7,3,9,9,0,0,0
test,qwen3_8b_base,hidden_budget,29,HUM:gr,73,7,6,13,13,0,0,0
test,qwen3_8b_base,hidden_budget,30,HUM:ind,73,7,55,160,162,2,0,2
test,qwen3_8b_base,hidden_budget,31,HUM:title,20,5,1,3,3,0,0,0
test,qwen3_8b_base,hidden_budget,32,LOC:city,73,7,18,45,44,0,1,-1
test,qwen3_8b_base,hidden_budget,33,LOC:country,73,7,3,9,9,0,0,0
test,qwen3_8b_base,hidden_budget,34,LOC:mount,17,4,3,6,6,0,0,0
test,qwen3_8b_base,hidden_budget,35,LOC:other,73,7,50,133,128,4,9,-5
test,qwen3_8b_base,hidden_budget,36,LOC:state,59,7,7,21,21,0,0,0
test,qwen3_8b_base,hidden_budget,37,NUM:code,4,1,0,0,0,0,0,0
test,qwen3_8b_base,hidden_budget,38,NUM:count,73,7,9,15,17,2,0,2
test,qwen3_8b_base,hidden_budget,39,NUM:date,73,7,47,138,139,1,0,1
test,qwen3_8b_base,hidden_budget,40,NUM:dist,25,6,16,46,48,2,0,2
test,qwen3_8b_base,hidden_budget,41,NUM:money,60,7,3,9,9,0,0,0
test,qwen3_8b_base,hidden_budget,42,NUM:ord,3,0,0,0,0,0,0,0
test,qwen3_8b_base,hidden_budget,43,NUM:other,35,7,12,18,18,3,3,0
test,qwen3_8b_base,hidden_budget,44,NUM:perc,19,4,3,6,6,0,0,0
test,qwen3_8b_base,hidden_budget,45,NUM:period,67,7,8,24,24,0,0,0
test,qwen3_8b_base,hidden_budget,46,NUM:speed,6,1,6,18,18,0,0,0
test,qwen3_8b_base,hidden_budget,47,NUM:temp,7,1,5,15,15,0,0,0
test,qwen3_8b_base,hidden_budget,48,NUM:volsize,11,2,0,0,0,0,0,0
test,qwen3_8b_base,hidden_budget,49,NUM:weight,9,2,4,12,12,0,0,0
