study,stage,model,task,method,placement,rank,bias,n,mean,reused,paired_five_seed_complete,seed_scores,source
boundary_lora_comparison_20260922,confirmation,qwen3_8b_base,wikisql,vocab,eu,1,False,5,84.08203125,0,True,"{""7300"": 83.3984375, ""7301"": 84.5703125, ""7302"": 84.08203125, ""7303"": 83.69140625, ""7304"": 84.66796875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,confirmation,qwen25_7b_base,wikisql,affine,eu,16,True,5,82.24609375,0,True,"{""7300"": 82.03125, ""7301"": 81.640625, ""7302"": 82.32421875, ""7303"": 82.6171875, ""7304"": 82.6171875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_4b_base,wikisql,vocab,shared,1,False,5,81.19140625,0,True,"{""7100"": 81.34765625, ""7101"": 80.76171875, ""7102"": 81.15234375, ""7103"": 81.0546875, ""7104"": 81.640625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,llama31_8b_base,cluener,affine,eu,8,True,3,70.93214091130098,0,False,"{""6100"": 70.61503416856492, ""6101"": 71.38662316476346, ""6102"": 70.79476540057453}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_4b_base,wikisql,none,none,0,False,5,80.9765625,0,True,"{""7100"": 81.4453125, ""7101"": 81.15234375, ""7102"": 80.2734375, ""7103"": 81.0546875, ""7104"": 80.95703125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,subset0,qwen3_06b_base,wikisql,vocab,shared,1,False,3,60.9375,0,False,"{""7400"": 60.9375, ""7401"": 59.66796875, ""7402"": 62.20703125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,confirmation,qwen3_8b_base,cluener,affine,eu,16,True,5,71.67440036339876,0,True,"{""6300"": 71.70236753100338, ""6301"": 72.6768829475057, ""6302"": 71.70795306388527, ""6303"": 70.92453446586083, ""6304"": 71.36026380873867}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_4b_base,wikisql,affine,shared,8,True,5,81.8359375,0,True,"{""7100"": 82.12890625, ""7101"": 82.32421875, ""7102"": 80.6640625, ""7103"": 82.32421875, ""7104"": 81.73828125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,llama31_8b_base,wikisql,affine,eu,16,False,3,80.859375,0,False,"{""7100"": 81.25, ""7101"": 81.0546875, ""7102"": 80.2734375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,subset0,qwen3_06b_base,cluener,none,none,0,False,3,48.87559330261829,0,False,"{""6400"": 49.647887323943664, ""6401"": 47.82469609724888, ""6402"": 49.15419648666233}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_4b_base,wikisql,affine,shared,32,True,5,82.1875,0,True,"{""7100"": 81.73828125, ""7101"": 83.203125, ""7102"": 81.54296875, ""7103"": 81.640625, ""7104"": 82.8125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_06b_base,cluener,affine,shared,16,False,3,61.91757307471093,0,False,"{""6100"": 61.069433359936156, ""6101"": 62.233454430579684, ""6102"": 62.44983143361695}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_8b_base,wikisql,affine,e,16,False,3,82.51953125,0,False,"{""7100"": 81.93359375, ""7101"": 82.6171875, ""7102"": 83.0078125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen25_15b_base,cluener,vocab,shared,1,False,5,61.82540196689198,0,True,"{""6100"": 62.281795511221944, ""6101"": 63.45627315187631, ""6102"": 60.6108813235762, ""6103"": 60.62331909507989, ""6104"": 62.15474075270554}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,confirmation,llama31_8b_base,cluener,vocab,eu,1,False,5,70.78233829582919,0,True,"{""6300"": 70.79588168001307, ""6301"": 71.57310704960835, ""6302"": 71.35562510294844, ""6303"": 70.09315772566656, ""6304"": 70.09391992090954}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_4b_base,cluener,vocab,shared,1,False,5,69.4403962844941,0,True,"{""6100"": 69.12945711532284, ""6101"": 69.40519224449557, ""6102"": 69.02967121090617, ""6103"": 69.53985742060921, ""6104"": 70.09780343113677}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen25_15b_base,cluener,affine,shared,16,False,3,60.45137477633701,0,False,"{""6100"": 60.982980753936694, ""6101"": 60.422491456974214, ""6102"": 59.94865211810013}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen25_7b_base,wikisql,affine,eu,32,True,3,82.25911458333333,0,False,"{""7100"": 81.93359375, ""7101"": 82.51953125, ""7102"": 82.32421875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_06b_base,wikisql,vocab,shared,2,False,3,69.07552083333333,0,False,"{""7100"": 70.1171875, ""7101"": 68.84765625, ""7102"": 68.26171875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,subset0,qwen3_06b_base,cluener,affine,shared,16,True,3,50.881984718112335,0,False,"{""6400"": 51.19849600501332, ""6401"": 50.52529497333118, ""6402"": 50.922163175992495}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,llama31_8b_base,wikisql,affine,u,16,False,5,80.78125,0,True,"{""7100"": 81.34765625, ""7101"": 80.56640625, ""7102"": 80.2734375, ""7103"": 81.25, ""7104"": 80.46875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen25_7b_base,wikisql,vocab,e,1,False,5,81.85546875,0,True,"{""7100"": 81.73828125, ""7101"": 82.51953125, ""7102"": 81.4453125, ""7103"": 81.34765625, ""7104"": 82.2265625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen25_7b_base,wikisql,vocab,eu,2,False,3,81.86848958333333,0,False,"{""7100"": 81.25, ""7101"": 81.640625, ""7102"": 82.71484375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,subset1,qwen3_06b_base,wikisql,none,none,0,False,3,59.016927083333336,0,False,"{""7400"": 57.51953125, ""7401"": 58.7890625, ""7402"": 60.7421875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,llama31_8b_base,cluener,affine,eu,32,True,3,71.28881840058845,0,False,"{""6100"": 70.93453434132218, ""6101"": 71.19032047089601, ""6102"": 71.74160038954714}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,llama31_8b_base,cluener,affine,u,16,False,5,71.05721954207645,0,True,"{""6100"": 70.76773251095601, ""6101"": 71.74800065284805, ""6102"": 70.4370179948586, ""6103"": 71.37704918032787, ""6104"": 70.95629737139171}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen25_7b_base,cluener,vocab,eu,1,False,5,70.716272894105,0,True,"{""6100"": 70.07416962270236, ""6101"": 70.58446757405925, ""6102"": 71.08821635544108, ""6103"": 71.13964686998395, ""6104"": 70.69486404833837}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_4b_base,cluener,affine,shared,8,True,5,69.58914363195204,0,True,"{""6100"": 69.57361222847949, ""6101"": 69.71169420149012, ""6102"": 68.86990166048686, ""6103"": 70.06514657980456, ""6104"": 69.72536348949919}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,subset1,qwen3_06b_base,wikisql,vocab,shared,1,False,3,60.091145833333336,0,False,"{""7400"": 57.71484375, ""7401"": 58.984375, ""7402"": 63.57421875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,confirmation,qwen3_8b_base,wikisql,affine,eu,16,True,5,84.3359375,0,True,"{""7300"": 84.375, ""7301"": 84.66796875, ""7302"": 83.984375, ""7303"": 83.59375, ""7304"": 85.05859375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,confirmation,qwen25_7b_base,wikisql,vocab,eu,1,False,5,82.0703125,0,True,"{""7300"": 81.93359375, ""7301"": 81.54296875, ""7302"": 82.2265625, ""7303"": 82.2265625, ""7304"": 82.421875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_4b_base,cluener,affine,shared,32,True,5,69.97175272234213,0,True,"{""6100"": 69.9273607748184, ""6101"": 69.97916332745632, ""6102"": 69.23323708694257, ""6103"": 70.18979057591623, ""6104"": 70.52921184657711}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,confirmation,qwen3_4b_base,wikisql,affine,shared,16,True,5,82.5,0,True,"{""7300"": 81.8359375, ""7301"": 82.12890625, ""7302"": 83.10546875, ""7303"": 83.203125, ""7304"": 82.2265625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_4b_base,wikisql,affine,shared,16,True,5,82.1484375,0,True,"{""7100"": 81.73828125, ""7101"": 82.71484375, ""7102"": 81.93359375, ""7103"": 82.12890625, ""7104"": 82.2265625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_06b_base,wikisql,affine,shared,16,False,3,72.36328125,0,False,"{""7100"": 73.33984375, ""7101"": 71.2890625, ""7102"": 72.4609375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_8b_base,wikisql,affine,eu,16,False,3,83.82161458333333,0,False,"{""7100"": 83.3984375, ""7101"": 83.88671875, ""7102"": 84.1796875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,subset0,qwen3_06b_base,wikisql,none,none,0,False,3,59.114583333333336,0,False,"{""7400"": 60.44921875, ""7401"": 58.69140625, ""7402"": 58.203125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen25_7b_base,cluener,vocab,eu,2,False,3,70.32660365342858,0,False,"{""6100"": 69.7444089456869, ""6101"": 70.2127659574468, ""6102"": 71.02263605715203}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_4b_base,cluener,affine,shared,16,False,3,69.8845857627554,0,False,"{""6100"": 69.70233306516492, ""6101"": 70.04192196065786, ""6102"": 69.90950226244344}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_06b_base,cluener,vocab,shared,1,False,5,61.19978235316754,0,True,"{""6100"": 61.79245283018868, ""6101"": 60.66275566830506, ""6102"": 62.65328874024526, ""6103"": 61.16951379763469, ""6104"": 59.720900729464006}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_8b_base,cluener,vocab,u,1,False,5,70.64616080208674,0,True,"{""6100"": 71.05814140763408, ""6101"": 70.21105203802159, ""6102"": 70.28857004675157, ""6103"": 71.31934276883032, ""6104"": 70.35369774919614}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,llama31_8b_base,wikisql,vocab,eu,2,False,3,79.39453125,0,False,"{""7100"": 81.0546875, ""7101"": 78.90625, ""7102"": 78.22265625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_4b_base,wikisql,affine,shared,16,False,3,82.12890625,0,False,"{""7100"": 82.6171875, ""7101"": 82.2265625, ""7102"": 81.54296875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,llama31_8b_base,cluener,vocab,u,1,False,5,70.5948181390118,0,True,"{""6100"": 70.39664624314737, ""6101"": 71.11760883690708, ""6102"": 69.68573730862208, ""6103"": 70.90157154673284, ""6104"": 70.87252675964969}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,llama31_8b_base,cluener,affine,e,16,False,3,70.31331200636703,0,False,"{""6100"": 70.55600322320709, ""6101"": 71.02106969205835, ""6102"": 69.36286310383566}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_8b_base,cluener,affine,eu,16,False,3,71.59537425140617,0,False,"{""6100"": 72.14377406931965, ""6101"": 71.1771354755369, ""6102"": 71.46521320936198}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,llama31_8b_base,wikisql,affine,e,16,True,5,80.8203125,0,True,"{""7100"": 80.46875, ""7101"": 80.6640625, ""7102"": 80.859375, ""7103"": 81.0546875, ""7104"": 81.0546875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_4b_base,wikisql,vocab,shared,2,False,3,80.11067708333333,0,False,"{""7100"": 81.4453125, ""7101"": 79.8828125, ""7102"": 79.00390625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,confirmation,llama31_8b_base,wikisql,vocab,eu,1,False,5,81.07421875,0,True,"{""7300"": 80.76171875, ""7301"": 80.078125, ""7302"": 81.4453125, ""7303"": 81.93359375, ""7304"": 81.15234375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen25_7b_base,cluener,affine,eu,16,False,3,70.16010810550726,0,False,"{""6100"": 70.46515370996298, ""6101"": 70.39410445370073, ""6102"": 69.62106615285806}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_8b_base,cluener,vocab,eu,2,False,3,71.58029699155962,0,False,"{""6100"": 71.73213135866065, ""6101"": 71.41931302657161, ""6102"": 71.5894465894466}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_8b_base,cluener,affine,eu,32,True,3,71.0204213808297,0,False,"{""6100"": 71.40319715808171, ""6101"": 70.49895042790247, ""6102"": 71.15911655650491}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_8b_base,wikisql,vocab,u,1,False,5,83.02734375,0,True,"{""7100"": 83.10546875, ""7101"": 82.421875, ""7102"": 83.59375, ""7103"": 83.0078125, ""7104"": 83.0078125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen25_7b_base,wikisql,affine,eu,16,False,3,82.29166666666667,0,False,"{""7100"": 82.03125, ""7101"": 82.6171875, ""7102"": 82.2265625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,confirmation,qwen25_7b_base,cluener,affine,eu,16,True,5,69.68316795462817,0,True,"{""6300"": 68.83459887751734, ""6301"": 70.16971279373368, ""6302"": 69.80707395498392, ""6303"": 69.5929768555467, ""6304"": 70.01147729135924}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_4b_base,cluener,vocab,shared,2,False,3,68.71582105742498,0,False,"{""6100"": 67.85714285714286, ""6101"": 69.2017702016063, ""6102"": 69.08855011352578}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_8b_base,cluener,vocab,eu,1,False,5,71.5108437554074,0,True,"{""6100"": 71.7332050665384, ""6101"": 70.7612736382738, ""6102"": 71.53970826580228, ""6103"": 72.0247799152266, ""6104"": 71.49525189119588}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,llama31_8b_base,wikisql,vocab,eu,1,False,5,80.78125,0,True,"{""7100"": 80.859375, ""7101"": 79.8828125, ""7102"": 81.54296875, ""7103"": 81.15234375, ""7104"": 80.46875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,subset1,qwen3_06b_base,cluener,none,none,0,False,3,48.921512403260856,0,False,"{""6400"": 45.95075645209137, ""6401"": 50.34140285536934, ""6402"": 50.47237790232186}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,llama31_8b_base,cluener,affine,eu,16,False,3,70.9784900907974,0,False,"{""6100"": 70.94890510948905, ""6101"": 71.4774393223652, ""6102"": 70.50912584053795}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,llama31_8b_base,wikisql,affine,e,16,False,3,80.43619791666667,0,False,"{""7100"": 81.25, ""7101"": 80.46875, ""7102"": 79.58984375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_06b_base,wikisql,vocab,shared,1,False,5,70.56640625,0,True,"{""7100"": 71.97265625, ""7101"": 71.09375, ""7102"": 69.921875, ""7103"": 70.41015625, ""7104"": 69.43359375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,confirmation,qwen3_8b_base,cluener,vocab,eu,1,False,5,71.20664146519069,0,True,"{""6300"": 70.10577705451587, ""6301"": 72.3132372214941, ""6302"": 71.40308191403082, ""6303"": 71.32957292506043, ""6304"": 70.88153821085221}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,llama31_8b_base,wikisql,vocab,e,1,False,5,80.76171875,0,True,"{""7100"": 81.4453125, ""7101"": 80.46875, ""7102"": 81.0546875, ""7103"": 80.95703125, ""7104"": 79.8828125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,subset0,qwen3_06b_base,wikisql,affine,shared,16,True,3,61.42578125,0,False,"{""7400"": 62.890625, ""7401"": 60.7421875, ""7402"": 60.64453125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,subset1,qwen3_06b_base,wikisql,affine,shared,16,True,3,60.44921875,0,False,"{""7400"": 59.5703125, ""7401"": 59.47265625, ""7402"": 62.3046875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,llama31_8b_base,cluener,vocab,eu,2,False,3,65.25362854755303,0,False,"{""6100"": 65.02988208690034, ""6101"": 65.78647106764465, ""6102"": 64.9445324881141}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_8b_base,wikisql,affine,eu,32,True,3,83.203125,0,False,"{""7100"": 81.93359375, ""7101"": 83.49609375, ""7102"": 84.1796875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,subset1,qwen3_06b_base,cluener,vocab,shared,1,False,3,49.03612269979467,0,False,"{""6400"": 47.00166995597389, ""6401"": 49.82228403647041, ""6402"": 50.28441410693971}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_8b_base,wikisql,vocab,eu,2,False,3,83.52864583333333,0,False,"{""7100"": 83.203125, ""7101"": 83.203125, ""7102"": 84.1796875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,confirmation,qwen3_4b_base,cluener,vocab,shared,1,False,5,69.41823997345642,0,True,"{""6300"": 69.52082990284867, ""6301"": 69.05623150279513, ""6302"": 69.82364467668191, ""6303"": 69.23828125, ""6304"": 69.4522125349564}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen25_7b_base,cluener,affine,eu,32,True,3,70.53434363687377,0,False,"{""6100"": 70.81202046035806, ""6101"": 70.66944934981538, ""6102"": 70.12156110044786}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_comparison_20260922,common,qwen3_4b_base,cluener,none,none,0,False,5,68.67958293043213,0,True,"{""6100"": 68.95551257253385, ""6101"": 68.3357406515808, ""6102"": 68.83870967741936, ""6103"": 68.42445810417341, ""6104"": 68.84349364645327}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_comparison_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,qwen25_15b_base,wikisql,none,none,0,False,5,70.56640625,0,True,"{""207100"": 71.19140625, ""207101"": 71.19140625, ""207102"": 69.3359375, ""207103"": 69.7265625, ""207104"": 71.38671875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,qwen3_06b_base,cluener,vocab,shared,1,False,5,62.80099797547499,0,True,"{""206100"": 62.9903536977492, ""206101"": 62.993896562801154, ""206102"": 61.59831415140217, ""206103"": 64.08149852119618, ""206104"": 62.34092694422624}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,llama31_8b_base,cluener,none,none,0,False,5,70.65036927453897,0,True,"{""206100"": 70.67693820685133, ""206101"": 70.58823529411765, ""206102"": 70.85714285714286, ""206103"": 70.2030124426981, ""206104"": 70.92651757188499}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,prior_h_baseline,qwen3_4b_base,wikisql,none,none,0,False,5,81.5234375,0,True,"{""7300"": 81.4453125, ""7301"": 81.34765625, ""7302"": 81.34765625, ""7303"": 82.03125, ""7304"": 81.4453125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,prior_h_baseline,qwen25_7b_base,cluener,none,none,0,False,5,68.7532144277293,0,True,"{""6300"": 68.13733620832642, ""6301"": 69.52256376716808, ""6302"": 69.3384838242395, ""6303"": 67.87257883784217, ""6304"": 68.89510950107031}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,qwen3_8b_base,wikisql,vocab,u,1,False,5,83.7890625,0,True,"{""207100"": 83.69140625, ""207101"": 83.7890625, ""207102"": 84.1796875, ""207103"": 84.08203125, ""207104"": 83.203125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,qwen25_7b_base,cluener,none,none,0,False,5,69.18779139851361,0,True,"{""206100"": 68.89782783588093, ""206101"": 69.03880212526163, ""206102"": 69.63470319634703, ""206103"": 69.35510204081632, ""206104"": 69.01252179426217}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
